sample_id,family,distribution,vm,run,sample,started_at_utc,input_sha256,ffmpeg_exit_code,elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
fedora-r02-s01,fedora,fedora,fedora,2,1,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,309.9,76.9,300.492,878.402,11.1,4.101,1.5,4.101,1.5,0.0,1.504,19.0,1.847
fedora-r02-s02,fedora,fedora,fedora,2,2,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,361.4,89.1,301.543,878.887,11.1,7.57,3.5,3.463,1.997,0.0,3.504,19.0,1.847
fedora-r02-s03,fedora,fedora,fedora,2,3,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,370.8,91.4,301.973,878.547,11.1,11.164,5.75,3.592,2.249,0.0,5.754,19.0,1.847
fedora-r02-s04,fedora,fedora,fedora,2,4,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,360.8,89.4,302.031,878.266,11.1,14.633,7.75,3.467,1.999,0.0,7.754,19.0,2.1
fedora-r02-s05,fedora,fedora,fedora,2,5,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.003,370.8,91.6,302.051,878.457,11.1,18.164,9.75,3.529,1.999,0.0,9.754,19.0,2.1
fedora-r02-s06,fedora,fedora,fedora,2,6,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,357.8,88.7,302.176,878.172,11.1,21.601,11.75,3.436,1.999,0.0,11.754,19.0,2.1
fedora-r02-s07,fedora,fedora,fedora,2,7,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,364.0,89.9,302.191,878.074,11.1,25.07,14.0,3.46,2.244,0.0,14.004,19.0,2.1
fedora-r02-s08,fedora,fedora,fedora,2,8,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,365.8,90.1,302.207,878.027,11.1,28.57,16.0,3.498,1.999,0.0,16.004,19.0,2.1
fedora-r02-s09,fedora,fedora,fedora,2,9,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,361.9,88.9,301.934,877.465,11.1,31.53,18.25,2.958,2.249,0.0,18.254,7.0,2.412
fedora-r02-s10,fedora,fedora,fedora,2,10,2026-09-14T00:50:08+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,39.0,10.1,0.0,623.09,7.9,31.53,18.615,0.0,0.365,0.0,18.617,1.0,2.412
fedora-r03-s01,fedora,fedora,fedora,3,1,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,306.9,75.9,299.855,873.746,11.0,4.039,1.5,4.039,1.5,0.0,1.504,19.0,2.7
fedora-r03-s02,fedora,fedora,fedora,3,2,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,367.8,91.3,301.035,873.406,11.0,7.508,3.5,3.467,1.999,0.0,3.504,19.0,2.7
fedora-r03-s03,fedora,fedora,fedora,3,3,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,368.6,91.1,301.469,873.113,11.0,11.133,5.5,3.621,1.998,0.0,5.504,19.0,2.7
fedora-r03-s04,fedora,fedora,fedora,3,4,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.002,358.8,88.2,301.535,872.832,11.0,14.539,7.5,3.405,1.999,0.0,7.504,19.0,2.7
fedora-r03-s05,fedora,fedora,fedora,3,5,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.003,367.6,90.6,301.566,872.723,11.0,18.101,9.75,3.558,2.247,0.0,9.754,19.0,2.7
fedora-r03-s06,fedora,fedora,fedora,3,6,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,355.8,88.4,301.652,872.676,11.0,21.476,11.75,3.374,1.999,0.0,11.754,19.0,2.884
fedora-r03-s07,fedora,fedora,fedora,3,7,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.005,366.6,90.4,301.668,872.418,11.0,24.945,13.75,3.465,1.998,0.0,13.754,19.0,2.884
fedora-r03-s08,fedora,fedora,fedora,3,8,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.005,366.8,90.6,301.688,872.074,11.0,28.476,16.0,3.53,2.249,0.0,16.004,19.0,2.884
fedora-r03-s09,fedora,fedora,fedora,3,9,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.006,363.9,90.0,301.414,870.418,11.0,31.53,18.0,3.052,1.999,0.0,18.004,7.0,2.884
fedora-r03-s10,fedora,fedora,fedora,3,10,2026-09-14T00:50:21+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.006,48.0,12.4,0.0,636.996,8.0,31.53,18.615,0.0,0.615,0.0,18.617,1.0,2.884
fedora-r04-s01,fedora,fedora,fedora,4,1,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,305.8,75.7,297.355,867.469,10.9,4.07,1.5,4.069,1.5,0.0,1.504,19.0,2.653
fedora-r04-s02,fedora,fedora,fedora,4,2,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,360.8,89.1,301.484,867.184,10.9,7.508,3.5,3.435,1.999,0.0,3.504,19.0,2.653
fedora-r04-s03,fedora,fedora,fedora,4,3,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,365.6,90.1,301.918,866.691,10.9,11.07,5.5,3.559,1.998,0.0,5.504,19.0,2.841
fedora-r04-s04,fedora,fedora,fedora,4,4,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,363.1,90.1,301.992,866.891,10.9,14.508,7.5,3.429,1.995,0.0,7.504,19.0,2.841
fedora-r04-s05,fedora,fedora,fedora,4,5,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,364.8,90.2,302.016,867.309,10.9,18.008,9.75,3.498,2.249,0.0,9.754,19.0,2.841
fedora-r04-s06,fedora,fedora,fedora,4,6,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,359.6,88.6,302.098,867.031,10.9,21.445,11.75,3.434,1.998,0.0,11.754,19.0,2.841
fedora-r04-s07,fedora,fedora,fedora,4,7,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.007,368.8,91.8,302.133,866.984,10.9,24.945,13.75,3.499,1.999,0.0,13.754,19.0,2.841
fedora-r04-s08,fedora,fedora,fedora,4,8,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,367.8,91.1,302.148,866.664,10.9,28.445,16.0,3.498,2.249,0.0,16.004,19.0,3.094
fedora-r04-s09,fedora,fedora,fedora,4,9,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,360.8,88.7,301.941,866.602,10.9,31.53,18.0,3.082,1.999,0.0,18.004,8.0,3.094
fedora-r04-s10,fedora,fedora,fedora,4,10,2026-09-14T00:50:34+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.009,54.0,13.9,0.0,630.336,8.0,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.094
fedora-r05-s01,fedora,fedora,fedora,5,1,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,299.9,74.3,300.191,860.703,10.9,4.008,1.25,4.007,1.25,0.0,1.254,19.0,2.846
fedora-r05-s02,fedora,fedora,fedora,5,2,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,365.7,90.3,301.359,860.375,10.9,7.476,3.5,3.466,2.248,0.0,3.504,19.0,2.846
fedora-r05-s03,fedora,fedora,fedora,5,3,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,363.9,89.7,301.824,859.879,10.9,11.008,5.5,3.53,1.999,0.0,5.504,19.0,2.846
fedora-r05-s04,fedora,fedora,fedora,5,4,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.002,362.8,89.7,301.91,859.832,10.9,14.476,7.5,3.467,1.999,0.0,7.504,19.0,2.846
fedora-r05-s05,fedora,fedora,fedora,5,5,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.003,369.7,90.9,301.926,859.969,10.9,18.07,9.75,3.591,2.248,0.0,9.754,19.0,3.019
fedora-r05-s06,fedora,fedora,fedora,5,6,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,360.1,89.4,302.016,859.688,10.9,21.508,11.75,3.429,1.995,0.0,11.754,19.0,3.019
fedora-r05-s07,fedora,fedora,fedora,5,7,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,366.8,90.9,302.027,859.281,10.8,24.945,13.75,3.436,1.999,0.0,13.754,19.0,3.019
fedora-r05-s08,fedora,fedora,fedora,5,8,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.006,368.8,91.6,302.047,859.199,10.8,28.539,16.0,3.592,2.249,0.0,16.004,19.0,3.019
fedora-r05-s09,fedora,fedora,fedora,5,9,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.006,359.8,88.9,301.773,858.918,10.8,31.53,18.0,2.989,1.999,0.0,18.004,7.0,3.019
fedora-r05-s10,fedora,fedora,fedora,5,10,2026-09-14T00:50:47+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.007,46.0,11.7,0.0,618.938,7.8,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.098
fedora-r06-s01,fedora,fedora,fedora,6,1,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,309.7,77.0,300.52,864.594,10.9,4.101,1.5,4.098,1.499,0.0,1.504,19.0,3.098
fedora-r06-s02,fedora,fedora,fedora,6,2,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,364.8,90.2,301.629,865.266,10.9,7.539,3.5,3.436,1.999,0.0,3.504,19.0,3.33
fedora-r06-s03,fedora,fedora,fedora,6,3,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,361.8,89.4,301.973,865.227,10.9,11.07,5.5,3.53,1.999,0.0,5.504,19.0,3.33
fedora-r06-s04,fedora,fedora,fedora,6,4,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.002,366.8,90.9,302.062,864.883,10.9,14.601,7.75,3.53,2.249,0.0,7.754,19.0,3.33
fedora-r06-s05,fedora,fedora,fedora,6,5,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.003,369.7,91.4,302.105,864.383,10.9,18.133,9.75,3.529,1.999,0.0,9.754,19.0,3.33
fedora-r06-s06,fedora,fedora,fedora,6,6,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,356.6,88.4,302.191,864.102,10.9,21.539,11.75,3.403,1.998,0.0,11.754,19.0,3.33
fedora-r06-s07,fedora,fedora,fedora,6,7,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.004,368.8,91.3,302.203,863.758,10.9,25.07,14.0,3.53,2.249,0.0,14.004,19.0,3.544
fedora-r06-s08,fedora,fedora,fedora,6,8,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.005,361.8,89.2,302.238,863.711,10.9,28.539,16.0,3.467,1.999,0.0,16.004,19.0,3.544
fedora-r06-s09,fedora,fedora,fedora,6,9,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.005,360.8,89.7,301.973,863.43,10.9,31.53,18.0,2.989,1.999,0.0,18.004,7.0,3.544
fedora-r06-s10,fedora,fedora,fedora,6,10,2026-09-14T00:51:00+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.006,49.0,12.2,0.0,616.34,7.8,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.544
fedora-r07-s01,fedora,fedora,fedora,7,1,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,307.2,75.9,300.285,873.883,11.0,4.101,1.5,4.092,1.497,0.0,1.504,19.0,3.34
fedora-r07-s02,fedora,fedora,fedora,7,2,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,361.8,89.0,301.391,874.305,11.0,7.508,3.5,3.405,1.999,0.0,3.504,19.0,3.34
fedora-r07-s03,fedora,fedora,fedora,7,3,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,369.8,91.3,301.828,873.805,11.0,11.101,5.5,3.592,1.999,0.0,5.504,19.0,3.34
fedora-r07-s04,fedora,fedora,fedora,7,4,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.006,367.1,90.4,301.914,873.465,11.0,14.633,7.75,3.522,2.244,0.0,7.754,19.0,3.393
fedora-r07-s05,fedora,fedora,fedora,7,5,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.008,365.2,90.6,301.934,873.184,11.0,18.164,9.75,3.523,1.995,0.0,9.754,19.0,3.393
fedora-r07-s06,fedora,fedora,fedora,7,6,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.009,357.8,87.9,302.02,873.137,11.0,21.539,11.75,3.373,1.999,0.0,11.754,19.0,3.393
fedora-r07-s07,fedora,fedora,fedora,7,7,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.009,367.8,91.1,302.031,873.27,11.0,25.039,14.0,3.498,2.249,0.0,14.004,19.0,3.393
fedora-r07-s08,fedora,fedora,fedora,7,8,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.009,365.8,90.6,302.059,872.988,11.0,28.539,16.0,3.499,1.999,0.0,16.004,19.0,3.393
fedora-r07-s09,fedora,fedora,fedora,7,9,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.01,362.9,89.4,301.793,872.707,11.0,31.53,18.0,2.989,1.999,0.0,18.004,7.0,3.602
fedora-r07-s10,fedora,fedora,fedora,7,10,2026-09-14T00:51:13+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.011,49.0,11.9,0.0,637.125,8.0,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.602
fedora-r08-s01,fedora,fedora,fedora,8,1,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,307.7,76.1,297.074,886.492,11.2,4.069,1.5,4.066,1.499,0.0,1.504,19.0,3.313
fedora-r08-s02,fedora,fedora,fedora,8,2,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,366.8,91.4,301.238,890.211,11.2,7.569,3.5,3.498,1.999,0.0,3.504,19.0,3.313
fedora-r08-s03,fedora,fedora,fedora,8,3,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,363.4,89.7,301.582,889.84,11.2,11.101,5.5,3.525,1.997,0.0,5.504,19.0,3.313
fedora-r08-s04,fedora,fedora,fedora,8,4,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.004,366.8,90.4,301.707,889.465,11.2,14.601,7.75,3.498,2.249,0.0,7.754,19.0,3.313
fedora-r08-s05,fedora,fedora,fedora,8,5,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,364.8,90.1,301.727,888.473,11.2,18.101,9.75,3.498,1.999,0.0,9.754,19.0,3.449
fedora-r08-s06,fedora,fedora,fedora,8,6,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,357.8,88.4,301.812,887.414,11.2,21.476,11.75,3.373,1.999,0.0,11.754,19.0,3.449
fedora-r08-s07,fedora,fedora,fedora,8,7,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.007,366.0,90.4,301.828,886.918,11.2,24.944,13.75,3.46,1.995,0.0,13.754,19.0,3.449
fedora-r08-s08,fedora,fedora,fedora,8,8,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.008,368.8,91.8,301.844,886.809,11.2,28.476,16.0,3.53,2.249,0.0,16.004,19.0,3.449
fedora-r08-s09,fedora,fedora,fedora,8,9,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.008,363.8,90.4,301.582,886.762,11.2,31.529,18.0,3.052,1.999,0.0,18.004,7.0,3.449
fedora-r08-s10,fedora,fedora,fedora,8,10,2026-09-14T00:51:26+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,48.0,11.4,0.0,648.109,8.2,31.529,18.615,0.0,0.615,0.0,18.617,1.0,3.172
fedora-r09-s01,fedora,fedora,fedora,9,1,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,311.9,77.5,300.449,878.121,11.1,4.133,1.5,4.132,1.5,0.0,1.504,19.0,3.172
fedora-r09-s02,fedora,fedora,fedora,9,2,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,371.6,92.1,301.484,878.301,11.1,7.633,3.5,3.496,1.998,0.0,3.504,19.0,3.399
fedora-r09-s03,fedora,fedora,fedora,9,3,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,365.8,91.5,301.906,877.742,11.1,11.164,5.75,3.53,2.249,0.0,5.754,19.0,3.399
fedora-r09-s04,fedora,fedora,fedora,9,4,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.002,362.8,89.7,301.965,877.246,11.1,14.601,7.75,3.436,1.999,0.0,7.754,19.0,3.399
fedora-r09-s05,fedora,fedora,fedora,9,5,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.003,369.8,91.6,301.98,876.965,11.1,18.07,9.75,3.467,1.999,0.0,9.754,19.0,3.399
fedora-r09-s06,fedora,fedora,fedora,9,6,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.003,356.8,87.9,302.094,876.918,11.1,21.445,11.75,3.374,1.999,0.0,11.754,19.0,3.399
fedora-r09-s07,fedora,fedora,fedora,9,7,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.003,370.8,91.9,302.109,876.871,11.1,24.914,13.75,3.467,1.999,0.0,13.754,19.0,3.527
fedora-r09-s08,fedora,fedora,fedora,9,8,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.004,360.8,88.9,302.145,876.551,11.1,28.383,16.0,3.467,2.249,0.0,16.004,19.0,3.527
fedora-r09-s09,fedora,fedora,fedora,9,9,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.005,363.5,90.1,302.121,876.27,11.1,31.53,18.0,3.143,1.997,0.0,18.004,12.0,3.527
fedora-r09-s10,fedora,fedora,fedora,9,10,2026-09-14T00:51:39+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.006,64.0,15.6,0.0,627.836,7.9,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.527
fedora-r10-s01,fedora,fedora,fedora,10,1,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,305.6,76.0,300.289,869.594,11.0,4.07,1.5,4.066,1.499,0.0,1.504,19.0,3.245
fedora-r10-s02,fedora,fedora,fedora,10,2,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,359.2,88.8,301.316,877.188,11.1,7.414,3.5,3.336,1.995,0.0,3.504,19.0,3.245
fedora-r10-s03,fedora,fedora,fedora,10,3,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.005,367.3,90.9,301.762,876.926,11.1,11.008,5.5,3.587,1.996,0.0,5.504,19.0,3.245
fedora-r10-s04,fedora,fedora,fedora,10,4,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.008,365.2,90.6,301.855,876.395,11.1,14.476,7.5,3.461,1.995,0.0,7.504,19.0,3.465
fedora-r10-s05,fedora,fedora,fedora,10,5,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.008,368.8,91.4,301.918,876.527,11.1,18.008,9.75,3.53,2.249,0.0,9.754,19.0,3.465
fedora-r10-s06,fedora,fedora,fedora,10,6,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.009,362.5,89.8,302.004,876.027,11.1,21.476,11.75,3.464,1.997,0.0,11.754,19.0,3.465
fedora-r10-s07,fedora,fedora,fedora,10,7,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.01,364.6,90.2,302.027,875.965,11.1,24.914,13.75,3.434,1.998,0.0,13.754,19.0,3.465
fedora-r10-s08,fedora,fedora,fedora,10,8,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.011,364.8,90.4,302.043,875.637,11.1,28.414,16.0,3.498,2.249,0.0,16.004,19.0,3.465
fedora-r10-s09,fedora,fedora,fedora,10,9,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.011,367.8,90.9,301.832,875.137,11.0,31.53,18.0,3.114,1.999,0.0,18.004,8.0,3.508
fedora-r10-s10,fedora,fedora,fedora,10,10,2026-09-14T00:51:52+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,54.0,13.2,0.0,623.633,7.9,31.53,18.615,0.0,0.615,0.0,18.617,1.0,3.508
bazzite-r01-s01,fedora,bazzite,bazzite,1,1,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,304.9,75.6,304.566,994.516,12.6,4.064,1.5,4.064,1.5,0.0,1.504,19.0,1.604
bazzite-r01-s02,fedora,bazzite,bazzite,1,2,2026-09-13T14:35:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,364.8,89.9,305.676,1001.895,12.7,7.439,3.5,3.373,1.999,0.0,3.504,19.0,1.604
