sample_id,family,distribution,vm,run,sample,started_at_utc,input_sha256,ffmpeg_exit_code,elapsed_s,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_used_mb,system_memory_percent,logical_read_mb,logical_write_mb,logical_read_rate_mb_s,logical_write_rate_mb_s,storage_read_mb,storage_write_mb,threads,load_1m
debian-r10-s07,debian,debian,debian,10,7,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,350.8,87.8,349.953,771.395,9.7,24.19,13.25,3.404,1.999,0.0,13.254,19.0,3.553
debian-r10-s08,debian,debian,debian,10,8,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.01,355.4,88.5,349.965,769.527,9.7,27.627,15.25,3.432,1.997,0.0,15.254,19.0,3.553
debian-r10-s09,debian,debian,debian,10,9,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.01,342.9,85.8,349.977,767.871,9.7,30.94,17.25,3.311,1.999,0.0,17.254,19.0,3.83
debian-r10-s10,debian,debian,debian,10,10,2026-09-14T00:30:44+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.011,164.9,41.8,0.0,468.781,5.9,,,,,,,1.0,3.83
ubuntu-r01-s01,debian,ubuntu,ubuntu,1,1,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,318.7,79.8,313.219,860.895,11.6,4.392,1.5,4.389,1.499,0.0,1.504,19.0,1.799
ubuntu-r01-s02,debian,ubuntu,ubuntu,1,2,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,350.8,87.8,314.254,868.273,11.7,7.799,3.5,3.405,1.999,0.0,3.504,19.0,1.799
ubuntu-r01-s03,debian,ubuntu,ubuntu,1,3,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,353.8,88.3,314.668,867.93,11.7,11.299,5.75,3.498,2.249,0.0,5.754,19.0,1.799
ubuntu-r01-s04,debian,ubuntu,ubuntu,1,4,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.002,349.8,88.2,314.746,868.289,11.7,14.705,7.75,3.404,1.999,0.0,7.754,19.0,1.799
ubuntu-r01-s05,debian,ubuntu,ubuntu,1,5,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,353.6,88.6,314.773,868.398,11.7,18.142,9.75,3.434,1.998,0.0,9.754,19.0,1.975
ubuntu-r01-s06,debian,ubuntu,ubuntu,1,6,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,344.8,85.9,314.859,868.113,11.7,21.455,11.75,3.311,1.999,0.0,11.754,19.0,1.975
ubuntu-r01-s07,debian,ubuntu,ubuntu,1,7,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.005,352.8,88.4,314.875,867.805,11.7,24.861,13.75,3.404,1.999,0.0,13.754,19.0,1.975
ubuntu-r01-s08,debian,ubuntu,ubuntu,1,8,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.005,350.8,87.7,314.914,867.504,11.7,28.299,15.75,3.436,1.999,0.0,15.754,19.0,1.975
ubuntu-r01-s09,debian,ubuntu,ubuntu,1,9,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,356.3,89.4,314.988,867.145,11.7,31.445,17.75,3.141,1.996,0.0,17.754,17.0,1.975
ubuntu-r01-s10,debian,ubuntu,ubuntu,1,10,2026-09-14T00:39:58+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.007,82.0,20.3,0.0,588.84,7.9,,,,,,,1.0,1.817
ubuntu-r02-s01,debian,ubuntu,ubuntu,2,1,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,312.6,78.6,313.637,853.227,11.5,4.299,1.5,4.294,1.499,0.0,1.504,19.0,1.817
ubuntu-r02-s02,debian,ubuntu,ubuntu,2,2,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.001,346.9,86.9,314.715,853.203,11.5,7.642,3.5,3.342,1.999,0.0,3.504,19.0,1.992
ubuntu-r02-s03,debian,ubuntu,ubuntu,2,3,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.002,353.8,88.4,315.137,852.93,11.5,11.111,5.5,3.467,1.999,0.0,5.504,19.0,1.992
ubuntu-r02-s04,debian,ubuntu,ubuntu,2,4,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,347.9,87.1,315.215,852.641,11.5,14.486,7.5,3.364,1.994,0.0,7.504,19.0,1.992
ubuntu-r02-s05,debian,ubuntu,ubuntu,2,5,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.006,352.8,88.1,315.234,852.332,11.5,17.892,9.5,3.405,1.999,0.0,9.504,19.0,1.992
ubuntu-r02-s06,debian,ubuntu,ubuntu,2,6,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,340.9,85.1,315.316,856.125,11.5,21.142,11.5,3.249,1.999,0.0,11.504,19.0,1.992
ubuntu-r02-s07,debian,ubuntu,ubuntu,2,7,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,355.9,89.1,315.336,856.32,11.5,24.58,13.5,3.436,1.999,0.0,13.504,19.0,2.153
ubuntu-r02-s08,debian,ubuntu,ubuntu,2,8,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,354.9,88.9,315.359,856.0,11.5,27.986,15.5,3.405,1.999,0.0,15.504,19.0,2.153
ubuntu-r02-s09,debian,ubuntu,ubuntu,2,9,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,349.9,87.5,315.371,855.848,11.5,31.392,17.5,3.405,1.999,0.0,17.504,19.0,2.153
ubuntu-r02-s10,debian,ubuntu,ubuntu,2,10,2026-09-14T00:40:11+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,117.9,29.1,0.0,578.727,7.8,,,,,,,1.0,2.153
ubuntu-r03-s01,debian,ubuntu,ubuntu,3,1,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,312.2,78.4,310.367,852.051,11.5,4.267,1.5,4.257,1.496,0.0,1.504,19.0,1.98
ubuntu-r03-s02,debian,ubuntu,ubuntu,3,2,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,353.8,88.4,314.426,859.871,11.6,7.642,3.5,3.374,1.999,0.0,3.504,19.0,1.98
ubuntu-r03-s03,debian,ubuntu,ubuntu,3,3,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.004,352.4,88.4,314.848,859.605,11.6,11.08,5.5,3.432,1.997,0.0,5.504,19.0,1.98
ubuntu-r03-s04,debian,ubuntu,ubuntu,3,4,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,351.7,87.9,314.926,859.551,11.6,14.455,7.5,3.372,1.998,0.0,7.504,19.0,2.303
ubuntu-r03-s05,debian,ubuntu,ubuntu,3,5,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.007,353.3,88.7,314.941,867.113,11.7,17.892,9.5,3.431,1.996,0.0,9.504,19.0,2.303
ubuntu-r03-s06,debian,ubuntu,ubuntu,3,6,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.008,346.9,86.9,315.027,866.668,11.7,21.174,11.5,3.28,1.999,0.0,11.504,19.0,2.303
ubuntu-r03-s07,debian,ubuntu,ubuntu,3,7,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.008,354.9,88.4,315.043,866.367,11.7,24.58,13.5,3.405,1.999,0.0,13.504,19.0,2.303
ubuntu-r03-s08,debian,ubuntu,ubuntu,3,8,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.011,349.9,87.7,315.059,874.395,11.8,27.955,15.5,3.364,1.994,0.0,15.504,19.0,2.303
ubuntu-r03-s09,debian,ubuntu,ubuntu,3,9,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.012,352.9,88.4,315.086,874.098,11.8,31.267,17.5,3.311,1.999,0.0,17.504,19.0,2.439
ubuntu-r03-s10,debian,ubuntu,ubuntu,3,10,2026-09-14T00:40:24+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,132.9,33.0,0.0,596.859,8.0,,,,,,,1.0,2.439
ubuntu-r04-s01,debian,ubuntu,ubuntu,4,1,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.003,311.9,78.2,313.434,864.426,11.7,4.267,1.5,4.253,1.495,0.0,1.504,19.0,2.564
ubuntu-r04-s02,debian,ubuntu,ubuntu,4,2,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.004,345.8,86.4,314.535,864.145,11.6,7.549,3.5,3.28,1.999,0.0,3.504,19.0,2.564
ubuntu-r04-s03,debian,ubuntu,ubuntu,4,3,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.005,350.6,87.9,314.906,864.105,11.6,10.924,5.5,3.371,1.998,0.0,5.504,19.0,2.564
ubuntu-r04-s04,debian,ubuntu,ubuntu,4,4,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.007,358.1,89.5,315.0,864.07,11.6,14.33,7.5,3.398,1.995,0.0,7.504,19.0,2.564
ubuntu-r04-s05,debian,ubuntu,ubuntu,4,5,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.008,345.9,86.6,315.02,863.562,11.6,17.674,9.5,3.342,1.999,0.0,9.504,19.0,2.564
ubuntu-r04-s06,debian,ubuntu,ubuntu,4,6,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.008,351.9,88.4,315.113,863.031,11.6,21.017,11.5,3.342,1.999,0.0,11.504,19.0,2.76
ubuntu-r04-s07,debian,ubuntu,ubuntu,4,7,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.009,360.8,90.2,315.129,863.488,11.6,24.424,13.5,3.405,1.999,0.0,13.504,19.0,2.76
ubuntu-r04-s08,debian,ubuntu,ubuntu,4,8,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.009,354.8,88.6,315.148,863.195,11.6,27.767,15.5,3.342,1.999,0.0,15.504,19.0,2.76
ubuntu-r04-s09,debian,ubuntu,ubuntu,4,9,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.011,352.3,88.2,315.16,863.562,11.6,31.08,17.5,3.305,1.996,0.0,17.504,19.0,2.76
ubuntu-r04-s10,debian,ubuntu,ubuntu,4,10,2026-09-14T00:40:37+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,151.9,37.5,0.0,589.461,7.9,,,,,,,1.0,2.76
ubuntu-r05-s01,debian,ubuntu,ubuntu,5,1,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.0,312.9,78.6,313.523,863.059,11.6,4.267,1.5,4.267,1.5,0.0,1.504,19.0,2.539
ubuntu-r05-s02,debian,ubuntu,ubuntu,5,2,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,346.2,86.6,314.562,862.781,11.6,7.611,3.5,3.336,1.995,0.0,3.504,19.0,2.539
ubuntu-r05-s03,debian,ubuntu,ubuntu,5,3,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,350.8,87.7,314.984,862.285,11.6,11.049,5.5,3.436,1.999,0.0,5.504,19.0,2.736
ubuntu-r05-s04,debian,ubuntu,ubuntu,5,4,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,353.9,88.5,315.078,862.004,11.6,14.455,7.5,3.405,1.999,0.0,7.504,19.0,2.736
ubuntu-r05-s05,debian,ubuntu,ubuntu,5,5,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,345.9,86.8,315.109,861.508,11.6,17.799,9.5,3.342,1.999,0.0,9.504,19.0,2.736
ubuntu-r05-s06,debian,ubuntu,ubuntu,5,6,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.006,349.2,87.4,315.195,861.441,11.6,21.111,11.5,3.305,1.995,0.0,11.504,19.0,2.736
ubuntu-r05-s07,debian,ubuntu,ubuntu,5,7,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,360.9,90.4,315.25,861.145,11.6,24.58,13.5,3.467,1.999,0.0,13.504,19.0,2.736
ubuntu-r05-s08,debian,ubuntu,ubuntu,5,8,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.007,347.9,86.9,315.266,860.617,11.6,27.986,15.5,3.405,1.999,0.0,15.504,19.0,3.078
ubuntu-r05-s09,debian,ubuntu,ubuntu,5,9,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.007,359.9,89.9,315.277,860.488,11.6,31.392,17.5,3.405,1.999,0.0,17.504,19.0,3.078
ubuntu-r05-s10,debian,ubuntu,ubuntu,5,10,2026-09-14T00:40:50+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.008,116.9,29.3,0.0,592.441,8.0,,,,,,,1.0,3.078
ubuntu-r06-s01,debian,ubuntu,ubuntu,6,1,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.004,312.6,78.3,313.414,856.77,11.5,4.297,1.5,4.279,1.494,0.0,1.504,19.0,2.831
ubuntu-r06-s02,debian,ubuntu,ubuntu,6,2,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.005,346.8,86.9,314.5,856.488,11.5,7.609,3.5,3.311,1.999,0.0,3.504,19.0,2.831
ubuntu-r06-s03,debian,ubuntu,ubuntu,6,3,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.006,357.5,89.4,314.891,856.23,11.5,11.172,5.5,3.557,1.997,0.0,5.504,19.0,2.831
ubuntu-r06-s04,debian,ubuntu,ubuntu,6,4,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.007,354.8,88.9,314.973,855.727,11.5,14.609,7.5,3.436,1.999,0.0,7.504,19.0,2.831
ubuntu-r06-s05,debian,ubuntu,ubuntu,6,5,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.008,350.4,87.7,314.996,855.449,11.5,17.984,9.5,3.37,1.997,0.0,9.504,19.0,3.005
ubuntu-r06-s06,debian,ubuntu,ubuntu,6,6,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.009,342.9,85.8,315.09,855.629,11.5,21.234,11.5,3.249,1.999,0.0,11.504,19.0,3.005
ubuntu-r06-s07,debian,ubuntu,ubuntu,6,7,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.009,349.9,87.4,315.105,855.105,11.5,24.578,13.5,3.342,1.999,0.0,13.504,19.0,3.005
ubuntu-r06-s08,debian,ubuntu,ubuntu,6,8,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.01,355.7,89.1,315.121,854.523,11.5,28.047,15.75,3.466,2.248,0.0,15.754,19.0,3.005
ubuntu-r06-s09,debian,ubuntu,ubuntu,6,9,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.01,356.8,89.2,315.254,854.422,11.5,31.444,17.75,3.395,1.999,0.0,17.754,18.0,3.005
ubuntu-r06-s10,debian,ubuntu,ubuntu,6,10,2026-09-14T00:41:03+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.011,111.9,28.0,0.0,585.836,7.9,,,,,,,1.0,2.764
ubuntu-r07-s01,debian,ubuntu,ubuntu,7,1,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,312.3,78.4,310.223,859.531,11.6,4.267,1.5,4.258,1.497,0.0,1.504,19.0,2.764
ubuntu-r07-s02,debian,ubuntu,ubuntu,7,2,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.003,350.9,87.6,314.289,867.707,11.7,7.611,3.5,3.342,1.999,0.0,3.504,19.0,3.104
ubuntu-r07-s03,debian,ubuntu,ubuntu,7,3,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.003,354.9,89.0,314.707,867.562,11.7,11.08,5.5,3.467,1.999,0.0,5.504,19.0,3.104
ubuntu-r07-s04,debian,ubuntu,ubuntu,7,4,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.003,359.8,89.9,314.809,867.52,11.7,14.517,7.5,3.436,1.999,0.0,7.504,19.0,3.104
ubuntu-r07-s05,debian,ubuntu,ubuntu,7,5,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.004,350.9,87.9,314.828,867.02,11.7,17.892,9.5,3.374,1.999,0.0,9.504,19.0,3.104
ubuntu-r07-s06,debian,ubuntu,ubuntu,7,6,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.004,345.8,86.3,314.91,866.738,11.7,21.174,11.5,3.28,1.999,0.0,11.504,19.0,3.104
ubuntu-r07-s07,debian,ubuntu,ubuntu,7,7,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,359.5,90.1,314.926,866.645,11.7,24.611,13.5,3.433,1.997,0.0,13.504,19.0,3.576
ubuntu-r07-s08,debian,ubuntu,ubuntu,7,8,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.006,352.9,88.4,314.941,866.121,11.7,28.017,15.5,3.405,1.999,0.0,15.504,19.0,3.576
ubuntu-r07-s09,debian,ubuntu,ubuntu,7,9,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.009,355.9,88.9,314.961,874.387,11.8,31.392,17.5,3.365,1.994,0.0,17.504,19.0,3.576
ubuntu-r07-s10,debian,ubuntu,ubuntu,7,10,2026-09-14T00:41:16+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.01,114.9,28.6,0.0,602.992,8.1,,,,,,,1.0,3.576
ubuntu-r08-s01,debian,ubuntu,ubuntu,8,1,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.001,315.6,79.0,313.344,863.328,11.6,4.361,1.5,4.355,1.498,0.0,1.504,19.0,3.29
ubuntu-r08-s02,debian,ubuntu,ubuntu,8,2,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.006,353.3,88.4,314.461,863.074,11.6,7.767,3.5,3.39,1.991,0.0,3.504,19.0,3.29
ubuntu-r08-s03,debian,ubuntu,ubuntu,8,3,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.006,354.8,89.0,314.832,862.797,11.6,11.236,5.5,3.467,1.999,0.0,5.504,19.0,3.29
ubuntu-r08-s04,debian,ubuntu,ubuntu,8,4,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.007,347.8,86.8,314.902,862.52,11.6,14.611,7.5,3.373,1.999,0.0,7.504,19.0,3.347
ubuntu-r08-s05,debian,ubuntu,ubuntu,8,5,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.008,350.5,87.9,314.918,862.176,11.6,18.017,9.75,3.402,2.247,0.0,9.754,19.0,3.347
ubuntu-r08-s06,debian,ubuntu,ubuntu,8,6,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.009,346.9,86.6,315.004,861.945,11.6,21.299,11.5,3.28,1.749,0.0,11.504,19.0,3.347
ubuntu-r08-s07,debian,ubuntu,ubuntu,8,7,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.01,360.4,90.2,315.047,861.617,11.6,24.767,13.75,3.463,2.246,0.0,13.754,19.0,3.347
ubuntu-r08-s08,debian,ubuntu,ubuntu,8,8,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,8.011,351.8,88.1,315.082,861.602,11.6,27.986,15.5,3.217,1.749,0.0,15.504,19.0,3.347
ubuntu-r08-s09,debian,ubuntu,ubuntu,8,9,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,9.011,353.9,88.9,315.094,861.297,11.6,31.267,17.5,3.28,1.999,0.0,17.504,19.0,3.56
ubuntu-r08-s10,debian,ubuntu,ubuntu,8,10,2026-09-14T00:41:29+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,10.012,135.9,33.7,0.0,601.891,8.1,,,,,,,1.0,3.56
ubuntu-r09-s01,debian,ubuntu,ubuntu,9,1,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,1.002,323.3,81.1,313.578,869.883,11.7,4.205,1.5,4.196,1.497,0.0,1.504,19.0,3.595
ubuntu-r09-s02,debian,ubuntu,ubuntu,9,2,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,2.002,347.9,87.1,314.617,869.906,11.7,7.392,3.25,3.186,1.749,0.0,3.254,19.0,3.595
ubuntu-r09-s03,debian,ubuntu,ubuntu,9,3,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,3.004,357.4,89.4,314.973,869.41,11.7,10.83,5.25,3.432,1.997,0.0,5.254,19.0,3.595
ubuntu-r09-s04,debian,ubuntu,ubuntu,9,4,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,4.005,352.8,88.4,315.094,869.605,11.7,14.142,7.25,3.311,1.999,0.0,7.254,19.0,3.595
ubuntu-r09-s05,debian,ubuntu,ubuntu,9,5,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,5.005,350.9,87.8,315.113,869.105,11.7,17.517,9.25,3.374,1.999,0.0,9.254,19.0,3.595
ubuntu-r09-s06,debian,ubuntu,ubuntu,9,6,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,6.005,346.8,86.4,315.211,869.051,11.7,20.799,11.25,3.28,1.999,0.0,11.254,19.0,3.708
ubuntu-r09-s07,debian,ubuntu,ubuntu,9,7,2026-09-14T00:41:42+00:00,cb08f335d0e96a41e967f8d19eb99c4db4b4ac9cb6ffaa228641776b6e82dcb3,0,7.006,350.8,87.9,315.223,867.605,11.7,24.174,13.25,3.373,1.999,0.0,13.254,19.0,3.708
